match_id,city,stadium,venue_id,country
11699431,Mendoza,Court 9,41909,Argentina
11699432,Mendoza,Court 6,19869,Argentina
11699433,Mendoza,Court 8,41915,Argentina
11699434,Mendoza,Court 3,41916,Argentina
11699435,Mendoza,Court 5,19870,Argentina
11699436,Mendoza,Court 1,19871,Argentina
11699437,Mendoza,Court 1,19871,Argentina
11699438,Mendoza,Court 1,19871,Argentina
11699439,Mendoza,Court 7,19868,Argentina
11699440,Mendoza,Court 2,19872,Argentina
11699441,Mendoza,Court 2,19872,Argentina
11699442,Mendoza,Court 6,19869,Argentina
11699443,Mendoza,Court 6,19869,Argentina
11699444,Mendoza,Court 9,41909,Argentina
11699445,Mendoza,Court 10,41910,Argentina
11699446,Mendoza,Court 9,41909,Argentina
11699447,Mendoza,Court 10,41910,Argentina
11699448,Mendoza,Court 2,19872,Argentina
11699449,Mendoza,Court 8,41915,Argentina
11699450,Mendoza,Court 3,41916,Argentina
11699451,Mendoza,Court 3,41916,Argentina
11699452,Mendoza,Court 8,41915,Argentina
11699453,Mendoza,Court 1,19871,Argentina
11699454,Mendoza,Court 6,19869,Argentina
11699455,Mendoza,Court 4,19867,Argentina
11699456,Mendoza,Court 8,41915,Argentina
11699457,Mendoza,Court 1,19871,Argentina
11699458,Mendoza,Court 3,41916,Argentina
11699459,Mendoza,Court 8,41915,Argentina
11699460,Mendoza,Court 7,19868,Argentina
11699461,Mendoza,Court 6,19869,Argentina
11699462,Mendoza,Court 5,19870,Argentina
11699463,Mendoza,Court 9,41909,Argentina
11699464,Mendoza,Court 5,19870,Argentina
11699465,Mendoza,Court 10,41910,Argentina
11699466,Mendoza,Court 3,41916,Argentina
11699809,Tiburon,Grossman-Kennedy Stadium,41918,USA
11699812,Tiburon,Grossman-Kennedy Stadium,41918,USA
11699813,Tiburon,Court 1,18492,USA
11699814,Tiburon,Court 2,36580,USA
11699815,Tiburon,Court 2,36580,USA
11699816,Tiburon,Court 1,18492,USA
11699817,Tiburon,Grossman-Kennedy Stadium,41918,USA
11699818,Tiburon,Court 1,18492,USA
11699819,Tiburon,Grossman-Kennedy Stadium,41918,USA
11699820,Tiburon,Court 2,36580,USA
11699821,Tiburon,Court 2,36580,USA
11699822,Tiburon,Court 1,18492,USA
11700010,Cairns,Court 3,18709,Australia
11700011,Cairns,Court 11,18706,Australia
11700012,Cairns,Court 11,18706,Australia
11700013,Cairns,Court 8,36645,Australia
11700014,Cairns,Court 2,18711,Australia
11700015,Cairns,Court 1,18712,Australia
11700016,Cairns,Court 4,18707,Australia
11700017,Cairns,Court 2,18711,Australia
11700018,Cairns,Court 10,18713,Australia
11700019,Cairns,Court 11,18706,Australia
11700020,Cairns,Court 8,36645,Australia
11700021,Cairns,Court 10,18713,Australia
11700022,Cairns,Court 11,18706,Australia
11700023,Cairns,Court 2,18711,Australia
11700024,Cairns,Court 2,18711,Australia
11700025,Cairns,Court 12,18710,Australia
11700026,Cairns,Court 10,18713,Australia
11700027,Cairns,Court 11,18706,Australia
11700028,Cairns,Court 12,18710,Australia
11700029,Cairns,Court 8,36645,Australia
11700030,Cairns,Court 3,18709,Australia
11700031,Cairns,Court 8,36645,Australia
11700032,Cairns,Court 10,18713,Australia
11700033,Cairns,Court 1,18712,Australia
11700034,Cairns,Court 12,18710,Australia
11700035,Cairns,Court 3,18709,Australia
11700036,Cairns,Court 1,18712,Australia
11700037,Cairns,Court 1,18712,Australia
11700038,Cairns,Court 4,18707,Australia
11700039,Cairns,Court 3,18709,Australia
11700040,Cairns,Court 12,18710,Australia
11700041,Cairns,Court 4,18707,Australia
11700066,Pazardzhik,Court 1,30759,Bulgaria
11701137,Sharm El Sheikh,Court 1,28802,Egypt
11701138,Sharm El Sheikh,Court 4,28799,Egypt
11701139,Sharm El Sheikh,Court 3,17612,Egypt
11701140,Sharm El Sheikh,Court 3,17612,Egypt
11701141,Sharm El Sheikh,Court 3,17612,Egypt
11701142,Sharm El Sheikh,Court 3,17612,Egypt
11701143,Sharm El Sheikh,Court 4,28799,Egypt
11701144,Sharm El Sheikh,Court 3,17612,Egypt
11701145,Sharm El Sheikh,Court 1,28802,Egypt
11701146,Sharm El Sheikh,Court 4,28799,Egypt
11701147,Sharm El Sheikh,Court 1,28802,Egypt
11701148,Sharm El Sheikh,Court 3,17612,Egypt
11701149,Sharm El Sheikh,Court 4,28799,Egypt
11701150,Sharm El Sheikh,Court 4,28799,Egypt
11701151,Sharm El Sheikh,Court 1,28802,Egypt
11701152,Sharm El Sheikh,Court 1,28802,Egypt
11701154,Pazardzhik,Court 3,30758,Bulgaria
11701155,Alicante,Central,41861,Spain
11701233,Bad Waltersdorf,Court 3,32762,Austria
11701265,Makinohara,COURT B,18784,Japan
11701266,Makinohara,COURT C,18786,Japan
11701267,Makinohara,COURT F,18787,Japan
11701268,Makinohara,COURT F,18787,Japan
11701269,Makinohara,COURT B,18784,Japan
11701270,Makinohara,COURT C,18786,Japan
11701271,Makinohara,COURT C,18786,Japan
11701272,Makinohara,COURT B,18784,Japan
11701273,Makinohara,COURT F,18787,Japan
11701274,Makinohara,COURT A,18785,Japan
11701275,Makinohara,COURT A,18785,Japan
11701276,Makinohara,COURT B,18784,Japan
11701277,Makinohara,COURT C,18786,Japan
11701278,Makinohara,COURT A,18785,Japan
11701279,Makinohara,COURT A,18785,Japan
11701280,Makinohara,COURT F,18787,Japan
11701281,Sharm El Sheikh,Court 5,33931,Egypt
11701298,Alicante,Central,41861,Spain
11701327,Shanghai,Show Court 3,23912,China
11701328,Shanghai,Show Court 3,23912,China
11701329,Mouilleron-Le-Captif,Court Annexe,19285,France
11701330,Shanghai,Show Court 3,23912,China
11701331,Shanghai,Show Court 3,23912,China
11701333,Shanghai,Grandstand 2,41919,China
11701334,Shanghai,Grandstand 2,41919,China
11701335,Shanghai,Court 7,18384,China
11701336,Shanghai,Court 4,18719,China
11701337,Shanghai,Grandstand 2,41919,China
11701338,Shanghai,Court 7,18384,China
11701339,Shanghai,Court 4,18719,China
11701340,Shanghai,Court 7,18384,China
11701341,Shanghai,Court 6,18370,China
11701342,Shanghai,Court 6,18370,China
11701343,Shanghai,Court 7,18384,China
11701344,Shanghai,Court 4,18719,China
11701345,Shanghai,Court 7,18384,China
11701346,Shanghai,Court 4,18719,China
11701347,Shanghai,Court 6,18370,China
11701348,Shanghai,Court 6,18370,China
11701349,Shanghai,Stadium Court,18860,China
11701350,Shanghai,Stadium Court,18860,China
11701351,Shanghai,Stadium Court,18860,China
11701352,Shanghai,Stadium Court,18860,China
11701385,Mendoza,Court 6,19869,Argentina
11701386,Mouilleron-Le-Captif,Court Central,19286,France
11701444,Alicante,Pista 2,21044,Spain
11701471,Lisbon,Estadio Cif,17209,Portugal
11701472,Lisbon,Court Belem,17211,Portugal
11701473,Lisbon,Court Lisboa,17210,Portugal
11701486,Sibenik,Court 1,31889,Croatia
11701487,Sibenik,Court 1,31889,Croatia
11701490,Sibenik,Court 4,31893,Croatia
11701491,Sibenik,Court 1,31889,Croatia
11701492,Sibenik,Court 5,31890,Croatia
11701493,Sibenik,Court 6,31892,Croatia
11701494,Sibenik,Court 4,31893,Croatia
11701495,Sibenik,Court 4,31893,Croatia
11701496,Sibenik,Court 4,31893,Croatia
11701497,Sibenik,Court 6,31892,Croatia
11701499,Sibenik,Court 5,31890,Croatia
11701509,Alicante,Pista 1,21045,Spain
11701521,Pazardzhik,Court 5,39394,Bulgaria
11701522,Pazardzhik,Court 4,30757,Bulgaria
11701523,Pazardzhik,Court 1,30759,Bulgaria
11701524,Pazardzhik,Court 3,30758,Bulgaria
11701525,Pazardzhik,Court 1,30759,Bulgaria
11701526,Pazardzhik,Court 3,30758,Bulgaria
11701527,Pazardzhik,Court 1,30759,Bulgaria
11701528,Pazardzhik,Court 5,39394,Bulgaria
11701529,Pazardzhik,Court 2,30760,Bulgaria
11701530,Pazardzhik,Court 5,39394,Bulgaria
11701531,Pazardzhik,Court 4,30757,Bulgaria
11701532,Pazardzhik,Court 1,30759,Bulgaria
11701533,Pazardzhik,Court 3,30758,Bulgaria
11701534,Mouilleron-Le-Captif,Court Annexe,19285,France
11701535,Alicante,Pista 2,21044,Spain
11701536,Reims,Court 1,36548,France
11701537,Reims,Court 4,36549,France
11701538,Reims,Court 1,36548,France
